date,shop_id,product_id,product_name,category,weather_dependency,temperature,humidity,rainfall,demand,day_of_week,month,day,previous_day_sales,rolling_7day_sales
2025-06-26,S001,P027,Onion,Vegetables,Very Low,24.9,94,13.0,23,3,6,26,18.0,21.428571428571427
2025-06-27,S001,P027,Onion,Vegetables,Very Low,27.5,85,25.9,16,4,6,27,23.0,22.0
2025-06-28,S001,P027,Onion,Vegetables,Very Low,27.1,84,0.0,18,5,6,28,16.0,22.142857142857142
2025-06-29,S001,P027,Onion,Vegetables,Very Low,27.2,85,16.0,28,6,6,29,18.0,22.0
2025-06-30,S001,P027,Onion,Vegetables,Very Low,27.9,82,0.0,21,0,6,30,28.0,23.428571428571427
2025-07-01,S001,P027,Onion,Vegetables,Very Low,27.4,83,0.3,13,1,7,1,21.0,21.714285714285715
2025-07-02,S001,P027,Onion,Vegetables,Very Low,27.1,83,1.0,15,2,7,2,13.0,19.571428571428573
2025-07-03,S001,P027,Onion,Vegetables,Very Low,27.3,82,0.3,14,3,7,3,15.0,19.142857142857142
2025-07-04,S001,P027,Onion,Vegetables,Very Low,27.8,82,0.0,30,4,7,4,14.0,17.857142857142858
2025-07-05,S001,P027,Onion,Vegetables,Very Low,28.2,77,0.0,14,5,7,5,30.0,19.857142857142858
2025-07-06,S001,P027,Onion,Vegetables,Very Low,27.2,84,0.8,19,6,7,6,14.0,19.285714285714285
2025-07-07,S001,P027,Onion,Vegetables,Very Low,27.9,85,10.9,23,0,7,7,19.0,18.0
2025-07-08,S001,P027,Onion,Vegetables,Very Low,28.3,83,1.0,15,1,7,8,23.0,18.285714285714285
2025-07-09,S001,P027,Onion,Vegetables,Very Low,28.3,80,0.0,26,2,7,9,15.0,18.571428571428573
2025-07-10,S001,P027,Onion,Vegetables,Very Low,28.7,79,0.0,8,3,7,10,26.0,20.142857142857142
2025-07-11,S001,P027,Onion,Vegetables,Very Low,28.0,82,0.0,5,4,7,11,8.0,19.285714285714285
2025-07-12,S001,P027,Onion,Vegetables,Very Low,27.0,84,9.9,11,5,7,12,5.0,15.714285714285714
2025-07-13,S001,P027,Onion,Vegetables,Very Low,27.1,85,0.3,25,6,7,13,11.0,15.285714285714286
2025-07-14,S001,P027,Onion,Vegetables,Very Low,26.5,87,2.0,19,0,7,14,25.0,16.142857142857142
2025-07-15,S001,P027,Onion,Vegetables,Very Low,25.8,89,3.0,16,1,7,15,19.0,15.571428571428571
2025-07-16,S001,P027,Onion,Vegetables,Very Low,25.2,92,8.9,20,2,7,16,16.0,15.714285714285714
2025-07-17,S001,P027,Onion,Vegetables,Very Low,25.4,90,6.1,19,3,7,17,20.0,14.857142857142858
2025-07-18,S001,P027,Onion,Vegetables,Very Low,25.7,89,3.0,30,4,7,18,19.0,16.428571428571427
2025-07-19,S001,P027,Onion,Vegetables,Very Low,25.0,93,39.9,27,5,7,19,30.0,20.0
2025-07-20,S001,P027,Onion,Vegetables,Very Low,24.3,95,5.1,31,6,7,20,27.0,22.285714285714285
2025-07-21,S001,P027,Onion,Vegetables,Very Low,25.5,92,30.0,24,0,7,21,31.0,23.142857142857142
2025-07-22,S001,P027,Onion,Vegetables,Very Low,26.0,91,0.8,14,1,7,22,24.0,23.857142857142858
2025-07-23,S001,P027,Onion,Vegetables,Very Low,25.1,91,9.9,32,2,7,23,14.0,23.571428571428573
2025-07-24,S001,P027,Onion,Vegetables,Very Low,24.5,93,6.1,19,3,7,24,32.0,25.285714285714285
2025-07-25,S001,P027,Onion,Vegetables,Very Low,25.1,92,17.0,27,4,7,25,19.0,25.285714285714285
2025-07-26,S001,P027,Onion,Vegetables,Very Low,24.5,93,27.9,25,5,7,26,27.0,24.857142857142858
2025-07-27,S001,P027,Onion,Vegetables,Very Low,27.3,84,4.1,31,6,7,27,25.0,24.571428571428573
2025-07-28,S001,P027,Onion,Vegetables,Very Low,28.2,78,0.0,18,0,7,28,31.0,24.571428571428573
2025-07-29,S001,P027,Onion,Vegetables,Very Low,27.7,80,0.3,17,1,7,29,18.0,23.714285714285715
2025-07-30,S001,P027,Onion,Vegetables,Very Low,27.6,82,0.0,24,2,7,30,17.0,24.142857142857142
2025-07-31,S001,P027,Onion,Vegetables,Very Low,27.0,85,3.0,21,3,7,31,24.0,23.0
2025-08-01,S001,P027,Onion,Vegetables,Very Low,27.1,84,2.0,17,4,8,1,21.0,23.285714285714285
2025-08-02,S001,P027,Onion,Vegetables,Very Low,26.4,87,1.0,31,5,8,2,17.0,21.857142857142858
2025-08-03,S001,P027,Onion,Vegetables,Very Low,23.9,90,0.0,32,6,8,3,31.0,22.714285714285715
2025-08-04,S001,P027,Onion,Vegetables,Very Low,26.5,84,8.9,22,0,8,4,32.0,22.857142857142858
2025-08-05,S001,P027,Onion,Vegetables,Very Low,26.2,87,13.0,16,1,8,5,22.0,23.428571428571427
2025-08-06,S001,P027,Onion,Vegetables,Very Low,26.8,82,0.5,23,2,8,6,16.0,23.285714285714285
2025-08-07,S001,P027,Onion,Vegetables,Very Low,26.7,84,0.0,9,3,8,7,23.0,23.142857142857142
2025-08-08,S001,P027,Onion,Vegetables,Very Low,27.2,83,4.5,26,4,8,8,9.0,21.428571428571427
2025-08-09,S001,P027,Onion,Vegetables,Very Low,27.0,86,1.7,19,5,8,9,26.0,22.714285714285715
2025-08-10,S001,P027,Onion,Vegetables,Very Low,26.8,87,1.8,11,6,8,10,19.0,21.0
2025-08-11,S001,P027,Onion,Vegetables,Very Low,26.3,89,0.5,29,0,8,11,11.0,18.0
2025-08-12,S001,P027,Onion,Vegetables,Very Low,26.9,88,0.3,19,1,8,12,29.0,19.0
2025-08-13,S001,P027,Onion,Vegetables,Very Low,26.2,88,0.0,13,2,8,13,19.0,19.428571428571427
2025-08-14,S001,P027,Onion,Vegetables,Very Low,26.3,90,10.9,18,3,8,14,13.0,18.0
2025-08-15,S001,P027,Onion,Vegetables,Very Low,26.9,89,24.9,23,4,8,15,18.0,19.285714285714285
2025-08-16,S001,P027,Onion,Vegetables,Very Low,25.8,89,1.0,20,5,8,16,23.0,18.857142857142858
2025-08-17,S001,P027,Onion,Vegetables,Very Low,26.7,91,21.1,21,6,8,17,20.0,19.0
2025-08-18,S001,P027,Onion,Vegetables,Very Low,27.3,88,1.0,25,0,8,18,21.0,20.428571428571427
2025-08-19,S001,P027,Onion,Vegetables,Very Low,27.6,82,0.3,17,1,8,19,25.0,19.857142857142858
2025-08-20,S001,P027,Onion,Vegetables,Very Low,27.5,80,0.0,25,2,8,20,17.0,19.571428571428573
2025-08-21,S001,P027,Onion,Vegetables,Very Low,27.4,78,0.2,13,3,8,21,25.0,21.285714285714285
2025-08-22,S001,P027,Onion,Vegetables,Very Low,27.6,81,0.3,19,4,8,22,13.0,20.571428571428573
2025-08-23,S001,P027,Onion,Vegetables,Very Low,27.7,82,0.2,32,5,8,23,19.0,20.0
2025-08-24,S001,P027,Onion,Vegetables,Very Low,27.8,81,0.7,24,6,8,24,32.0,21.714285714285715
2025-08-25,S001,P027,Onion,Vegetables,Very Low,28.0,79,0.0,15,0,8,25,24.0,22.142857142857142
2025-08-26,S001,P027,Onion,Vegetables,Very Low,27.4,82,1.7,23,1,8,26,15.0,20.714285714285715
2025-08-27,S001,P027,Onion,Vegetables,Very Low,26.6,84,8.1,20,2,8,27,23.0,21.571428571428573
2025-08-28,S001,P027,Onion,Vegetables,Very Low,26.3,88,16.0,26,3,8,28,20.0,20.857142857142858
2025-08-29,S001,P027,Onion,Vegetables,Very Low,26.3,89,17.7,25,4,8,29,26.0,22.714285714285715
2025-08-30,S001,P027,Onion,Vegetables,Very Low,26.4,89,5.7,19,5,8,30,25.0,23.571428571428573
2025-08-31,S001,P027,Onion,Vegetables,Very Low,26.8,86,4.3,8,6,8,31,19.0,21.714285714285715
2025-09-01,S001,P027,Onion,Vegetables,Very Low,27.0,85,3.9,18,0,9,1,8.0,19.428571428571427
2025-09-02,S001,P027,Onion,Vegetables,Very Low,27.5,83,1.0,10,1,9,2,18.0,19.857142857142858
2025-09-03,S001,P027,Onion,Vegetables,Very Low,27.3,84,2.0,23,2,9,3,10.0,18.0
2025-09-04,S001,P027,Onion,Vegetables,Very Low,27.3,83,0.4,22,3,9,4,23.0,18.428571428571427
2025-09-05,S001,P027,Onion,Vegetables,Very Low,27.5,81,0.2,25,4,9,5,22.0,17.857142857142858
2025-09-06,S001,P027,Onion,Vegetables,Very Low,27.8,81,0.3,11,5,9,6,25.0,17.857142857142858
2025-09-07,S001,P027,Onion,Vegetables,Very Low,27.8,82,1.0,23,6,9,7,11.0,16.714285714285715
2025-09-08,S001,P027,Onion,Vegetables,Very Low,28.0,80,0.0,17,0,9,8,23.0,18.857142857142858
2025-09-09,S001,P027,Onion,Vegetables,Very Low,28.4,80,0.5,13,1,9,9,17.0,18.714285714285715
2025-09-10,S001,P027,Onion,Vegetables,Very Low,28.0,82,0.6,22,2,9,10,13.0,19.142857142857142
2025-09-11,S001,P027,Onion,Vegetables,Very Low,28.0,82,0.5,16,3,9,11,22.0,19.0
2025-09-12,S001,P027,Onion,Vegetables,Very Low,28.0,80,0.0,23,4,9,12,16.0,18.142857142857142
2025-09-13,S001,P027,Onion,Vegetables,Very Low,28.2,80,0.1,13,5,9,13,23.0,17.857142857142858
2025-09-14,S001,P027,Onion,Vegetables,Very Low,28.0,80,0.0,33,6,9,14,13.0,18.142857142857142
2025-09-15,S001,P027,Onion,Vegetables,Very Low,28.0,80,3.9,17,0,9,15,33.0,19.571428571428573
2025-09-16,S001,P027,Onion,Vegetables,Very Low,27.8,81,0.8,17,1,9,16,17.0,19.571428571428573
2025-09-17,S001,P027,Onion,Vegetables,Very Low,27.1,84,1.9,26,2,9,17,17.0,20.142857142857142
2025-09-18,S001,P027,Onion,Vegetables,Very Low,27.2,83,0.8,26,3,9,18,26.0,20.714285714285715
2025-09-19,S001,P027,Onion,Vegetables,Very Low,27.3,84,0.3,29,4,9,19,26.0,22.142857142857142
2025-09-20,S001,P027,Onion,Vegetables,Very Low,28.0,82,1.6,25,5,9,20,29.0,23.0
2025-09-21,S001,P027,Onion,Vegetables,Very Low,27.8,81,0.5,15,6,9,21,25.0,24.714285714285715
2025-09-22,S001,P027,Onion,Vegetables,Very Low,27.7,82,0.5,32,0,9,22,15.0,22.142857142857142
2025-09-23,S001,P027,Onion,Vegetables,Very Low,27.3,84,8.8,11,1,9,23,32.0,24.285714285714285
2025-09-24,S001,P027,Onion,Vegetables,Very Low,27.0,86,7.2,18,2,9,24,11.0,23.428571428571427
2025-09-25,S001,P027,Onion,Vegetables,Very Low,25.9,93,14.1,23,3,9,25,18.0,22.285714285714285
2025-09-26,S001,P027,Onion,Vegetables,Very Low,25.5,93,15.5,23,4,9,26,23.0,21.857142857142858
2025-09-27,S001,P027,Onion,Vegetables,Very Low,26.4,88,5.2,31,5,9,27,23.0,21.0
2025-09-28,S001,P027,Onion,Vegetables,Very Low,26.8,89,8.3,18,6,9,28,31.0,21.857142857142858
2025-09-29,S001,P027,Onion,Vegetables,Very Low,27.4,86,7.0,25,0,9,29,18.0,22.285714285714285
2025-09-30,S001,P027,Onion,Vegetables,Very Low,27.8,84,0.2,9,1,9,30,25.0,21.285714285714285
2025-10-01,S001,P027,Onion,Vegetables,Very Low,27.8,84,1.9,22,2,10,1,9.0,21.0
2025-10-02,S001,P027,Onion,Vegetables,Very Low,27.9,83,0.5,17,3,10,2,22.0,21.571428571428573
2025-10-03,S001,P027,Onion,Vegetables,Very Low,28.3,82,0.1,16,4,10,3,17.0,20.714285714285715
2025-10-04,S001,P027,Onion,Vegetables,Very Low,28.2,84,1.0,28,5,10,4,16.0,19.714285714285715
2025-10-05,S001,P027,Onion,Vegetables,Very Low,27.8,83,6.8,19,6,10,5,28.0,19.285714285714285
2025-10-06,S001,P027,Onion,Vegetables,Very Low,27.9,81,0.2,21,0,10,6,19.0,19.428571428571427
2025-10-07,S001,P027,Onion,Vegetables,Very Low,28.0,78,0.1,17,1,10,7,21.0,18.857142857142858
2025-10-08,S001,P027,Onion,Vegetables,Very Low,27.8,80,0.9,22,2,10,8,17.0,20.0
2025-10-09,S001,P027,Onion,Vegetables,Very Low,27.8,82,0.9,26,3,10,9,22.0,20.0
2025-10-10,S001,P027,Onion,Vegetables,Very Low,27.8,82,0.9,22,4,10,10,26.0,21.285714285714285
2025-10-11,S001,P027,Onion,Vegetables,Very Low,28.0,82,0.4,25,5,10,11,22.0,22.142857142857142
2025-10-12,S001,P027,Onion,Vegetables,Very Low,27.5,86,5.5,28,6,10,12,25.0,21.714285714285715
2025-10-13,S001,P027,Onion,Vegetables,Very Low,27.3,87,7.3,31,0,10,13,28.0,23.0
2025-10-14,S001,P027,Onion,Vegetables,Very Low,26.7,89,22.1,19,1,10,14,31.0,24.428571428571427
2025-10-15,S001,P027,Onion,Vegetables,Very Low,26.8,89,7.3,15,2,10,15,19.0,24.714285714285715
2025-10-16,S001,P027,Onion,Vegetables,Very Low,26.6,90,15.1,14,3,10,16,15.0,23.714285714285715
2025-10-17,S001,P027,Onion,Vegetables,Very Low,26.5,91,4.8,21,4,10,17,14.0,22.0
2025-10-18,S001,P027,Onion,Vegetables,Very Low,27.0,89,23.8,15,5,10,18,21.0,21.857142857142858
2025-10-19,S001,P027,Onion,Vegetables,Very Low,26.3,91,12.0,25,6,10,19,15.0,20.428571428571427
2025-10-20,S001,P027,Onion,Vegetables,Very Low,26.5,91,13.4,23,0,10,20,25.0,20.0
2025-10-21,S001,P027,Onion,Vegetables,Very Low,25.5,93,20.0,8,1,10,21,23.0,18.857142857142858
2025-10-22,S001,P027,Onion,Vegetables,Very Low,25.9,92,29.9,10,2,10,22,8.0,17.285714285714285
2025-10-23,S001,P027,Onion,Vegetables,Very Low,25.4,94,48.2,26,3,10,23,10.0,16.571428571428573
2025-10-24,S001,P027,Onion,Vegetables,Very Low,25.2,95,29.3,15,4,10,24,26.0,18.285714285714285
2025-10-25,S001,P027,Onion,Vegetables,Very Low,26.0,92,5.8,10,5,10,25,15.0,17.428571428571427
2025-10-26,S001,P027,Onion,Vegetables,Very Low,27.2,86,1.1,6,6,10,26,10.0,16.714285714285715
2025-10-27,S001,P027,Onion,Vegetables,Very Low,26.1,90,12.8,25,0,10,27,6.0,14.0
2025-10-28,S001,P027,Onion,Vegetables,Very Low,25.9,92,24.6,23,1,10,28,25.0,14.285714285714286
2025-10-29,S001,P027,Onion,Vegetables,Very Low,27.0,88,23.2,13,2,10,29,23.0,16.428571428571427
2025-10-30,S001,P027,Onion,Vegetables,Very Low,27.8,83,0.0,21,3,10,30,13.0,16.857142857142858
2025-10-31,S001,P027,Onion,Vegetables,Very Low,28.3,79,0.0,26,4,10,31,21.0,16.142857142857142
2025-11-01,S001,P027,Onion,Vegetables,Very Low,28.0,79,0.0,17,5,11,1,26.0,17.714285714285715
2025-11-02,S001,P027,Onion,Vegetables,Very Low,27.6,79,0.0,32,6,11,2,17.0,18.714285714285715
2025-11-03,S001,P027,Onion,Vegetables,Very Low,27.5,79,0.0,23,0,11,3,32.0,22.428571428571427
2025-11-04,S001,P027,Onion,Vegetables,Very Low,27.4,82,0.0,20,1,11,4,23.0,22.142857142857142
2025-11-05,S001,P027,Onion,Vegetables,Very Low,27.0,84,7.7,7,2,11,5,20.0,21.714285714285715
2025-11-06,S001,P027,Onion,Vegetables,Very Low,27.3,82,0.0,18,3,11,6,7.0,20.857142857142858
2025-11-07,S001,P027,Onion,Vegetables,Very Low,27.4,80,1.9,19,4,11,7,18.0,20.428571428571427
2025-11-08,S001,P027,Onion,Vegetables,Very Low,27.6,80,1.8,20,5,11,8,19.0,19.428571428571427
2025-11-09,S001,P027,Onion,Vegetables,Very Low,26.7,85,3.0,10,6,11,9,20.0,19.857142857142858
2025-11-10,S001,P027,Onion,Vegetables,Very Low,26.2,86,18.8,21,0,11,10,10.0,16.714285714285715
2025-11-11,S001,P027,Onion,Vegetables,Very Low,26.4,87,20.1,13,1,11,11,21.0,16.428571428571427
2025-11-12,S001,P027,Onion,Vegetables,Very Low,27.0,86,5.2,12,2,11,12,13.0,15.428571428571429
2025-11-13,S001,P027,Onion,Vegetables,Very Low,26.6,87,7.3,27,3,11,13,12.0,16.142857142857142
2025-11-14,S001,P027,Onion,Vegetables,Very Low,26.3,89,8.2,23,4,11,14,27.0,17.428571428571427
2025-11-15,S001,P027,Onion,Vegetables,Very Low,26.6,86,1.0,22,5,11,15,23.0,18.0
2025-11-16,S001,P027,Onion,Vegetables,Very Low,27.1,85,5.0,28,6,11,16,22.0,18.285714285714285
2025-11-17,S001,P027,Onion,Vegetables,Very Low,26.4,88,19.5,12,0,11,17,28.0,20.857142857142858
2025-11-18,S001,P027,Onion,Vegetables,Very Low,25.2,94,15.2,30,1,11,18,12.0,19.571428571428573
2025-11-19,S001,P027,Onion,Vegetables,Very Low,26.3,89,6.2,8,2,11,19,30.0,22.0
2025-11-20,S001,P027,Onion,Vegetables,Very Low,27.1,85,4.6,32,3,11,20,8.0,21.428571428571427
2025-11-21,S001,P027,Onion,Vegetables,Very Low,27.2,86,11.8,11,4,11,21,32.0,22.142857142857142
2025-11-22,S001,P027,Onion,Vegetables,Very Low,26.3,92,10.2,18,5,11,22,11.0,20.428571428571427
2025-11-23,S001,P027,Onion,Vegetables,Very Low,25.6,93,21.8,22,6,11,23,18.0,19.857142857142858
2025-11-24,S001,P027,Onion,Vegetables,Very Low,25.6,92,4.5,20,0,11,24,22.0,19.0
2025-11-25,S001,P027,Onion,Vegetables,Very Low,25.7,88,9.7,17,1,11,25,20.0,20.142857142857142
2025-11-26,S001,P027,Onion,Vegetables,Very Low,26.0,85,17.4,26,2,11,26,17.0,18.285714285714285
2025-11-27,S001,P027,Onion,Vegetables,Very Low,26.2,82,2.3,25,3,11,27,26.0,20.857142857142858
2025-11-28,S001,P027,Onion,Vegetables,Very Low,26.3,80,0.0,25,4,11,28,25.0,19.857142857142858
2025-11-29,S001,P027,Onion,Vegetables,Very Low,26.2,81,1.8,14,5,11,29,25.0,21.857142857142858
2025-11-30,S001,P027,Onion,Vegetables,Very Low,26.2,83,0.0,8,6,11,30,14.0,21.285714285714285
2025-12-01,S001,P027,Onion,Vegetables,Very Low,26.5,83,0.0,28,0,12,1,8.0,19.285714285714285
2025-12-02,S001,P027,Onion,Vegetables,Very Low,26.6,83,0.0,31,1,12,2,28.0,20.428571428571427
2025-12-03,S001,P027,Onion,Vegetables,Very Low,26.7,85,0.0,26,2,12,3,31.0,22.428571428571427
2025-12-04,S001,P027,Onion,Vegetables,Very Low,27.4,82,0.0,16,3,12,4,26.0,22.428571428571427
2025-12-05,S001,P027,Onion,Vegetables,Very Low,27.4,83,0.0,18,4,12,5,16.0,21.142857142857142
2025-12-06,S001,P027,Onion,Vegetables,Very Low,27.3,82,0.0,27,5,12,6,18.0,20.142857142857142
2025-12-07,S001,P027,Onion,Vegetables,Very Low,27.3,83,0.0,24,6,12,7,27.0,22.0
2025-12-08,S001,P027,Onion,Vegetables,Very Low,27.6,80,0.0,9,0,12,8,24.0,24.285714285714285
2025-12-09,S001,P027,Onion,Vegetables,Very Low,27.1,79,0.0,34,1,12,9,9.0,21.571428571428573
2025-12-10,S001,P027,Onion,Vegetables,Very Low,27.3,78,0.0,23,2,12,10,34.0,22.0
2025-12-11,S001,P027,Onion,Vegetables,Very Low,27.5,74,0.0,22,3,12,11,23.0,21.571428571428573
2025-12-12,S001,P027,Onion,Vegetables,Very Low,27.4,77,0.0,19,4,12,12,22.0,22.428571428571427
2025-12-13,S001,P027,Onion,Vegetables,Very Low,27.4,78,0.0,6,5,12,13,19.0,22.571428571428573
2025-12-14,S001,P027,Onion,Vegetables,Very Low,27.0,76,0.0,20,6,12,14,6.0,19.571428571428573
2025-12-15,S001,P027,Onion,Vegetables,Very Low,26.5,74,0.0,16,0,12,15,20.0,19.0
2025-12-16,S001,P027,Onion,Vegetables,Very Low,26.4,76,0.0,29,1,12,16,16.0,20.0
2025-12-17,S001,P027,Onion,Vegetables,Very Low,27.2,82,0.0,16,2,12,17,29.0,19.285714285714285
2025-12-18,S001,P027,Onion,Vegetables,Very Low,27.4,76,0.0,21,3,12,18,16.0,18.285714285714285
2025-12-19,S001,P027,Onion,Vegetables,Very Low,27.0,74,0.0,22,4,12,19,21.0,18.142857142857142
2025-12-20,S001,P027,Onion,Vegetables,Very Low,26.2,73,0.0,32,5,12,20,22.0,18.571428571428573
2025-12-21,S001,P027,Onion,Vegetables,Very Low,26.3,72,0.0,18,6,12,21,32.0,22.285714285714285
2025-12-22,S001,P027,Onion,Vegetables,Very Low,26.5,75,0.0,34,0,12,22,18.0,22.0
2025-12-23,S001,P027,Onion,Vegetables,Very Low,26.5,74,0.0,8,1,12,23,34.0,24.571428571428573
2025-12-24,S001,P027,Onion,Vegetables,Very Low,26.8,77,0.0,25,2,12,24,8.0,21.571428571428573
2025-12-25,S001,P027,Onion,Vegetables,Very Low,26.6,76,0.0,19,3,12,25,25.0,22.857142857142858
2025-12-26,S001,P027,Onion,Vegetables,Very Low,26.7,76,0.0,16,4,12,26,19.0,22.571428571428573
2025-12-27,S001,P027,Onion,Vegetables,Very Low,26.9,75,0.0,15,5,12,27,16.0,21.714285714285715
2025-12-28,S001,P027,Onion,Vegetables,Very Low,27.1,76,0.0,21,6,12,28,15.0,19.285714285714285
2025-12-29,S001,P027,Onion,Vegetables,Very Low,27.1,77,0.0,28,0,12,29,21.0,19.714285714285715
2025-12-30,S001,P027,Onion,Vegetables,Very Low,27.5,78,0.0,23,1,12,30,28.0,18.857142857142858
2025-12-31,S001,P027,Onion,Vegetables,Very Low,27.4,80,0.0,21,2,12,31,23.0,21.0
2025-01-08,S001,P028,Green Chilli,Vegetables,Low,27.5,75,0.1,24,2,1,8,19.0,21.285714285714285
2025-01-09,S001,P028,Green Chilli,Vegetables,Low,27.5,73,0.0,8,3,1,9,24.0,20.714285714285715
2025-01-10,S001,P028,Green Chilli,Vegetables,Low,28.1,74,0.0,12,4,1,10,8.0,17.428571428571427
2025-01-11,S001,P028,Green Chilli,Vegetables,Low,27.9,79,4.1,7,5,1,11,12.0,15.571428571428571
2025-01-12,S001,P028,Green Chilli,Vegetables,Low,27.1,84,1.4,17,6,1,12,7.0,14.714285714285714
2025-01-13,S001,P028,Green Chilli,Vegetables,Low,27.9,80,4.9,14,0,1,13,17.0,15.714285714285714
2025-01-14,S001,P028,Green Chilli,Vegetables,Low,27.5,79,6.8,31,1,1,14,14.0,14.428571428571429
2025-01-15,S001,P028,Green Chilli,Vegetables,Low,28.2,71,2.4,20,2,1,15,31.0,16.142857142857142
2025-01-16,S001,P028,Green Chilli,Vegetables,Low,28.8,68,0.0,27,3,1,16,20.0,15.571428571428571
2025-01-17,S001,P028,Green Chilli,Vegetables,Low,28.6,64,0.0,11,4,1,17,27.0,18.285714285714285
2025-01-18,S001,P028,Green Chilli,Vegetables,Low,27.4,68,2.1,24,5,1,18,11.0,18.142857142857142
2025-01-19,S001,P028,Green Chilli,Vegetables,Low,26.7,80,19.1,14,6,1,19,24.0,20.571428571428573
2025-01-20,S001,P028,Green Chilli,Vegetables,Low,27.8,78,0.0,22,0,1,20,14.0,20.142857142857142
2025-01-21,S001,P028,Green Chilli,Vegetables,Low,28.3,73,0.0,20,1,1,21,22.0,21.285714285714285
2025-01-22,S001,P028,Green Chilli,Vegetables,Low,27.9,76,0.3,20,2,1,22,20.0,19.714285714285715
2025-01-23,S001,P028,Green Chilli,Vegetables,Low,28.1,79,1.2,18,3,1,23,20.0,19.714285714285715
2025-01-24,S001,P028,Green Chilli,Vegetables,Low,28.3,75,0.0,12,4,1,24,18.0,18.428571428571427
2025-01-25,S001,P028,Green Chilli,Vegetables,Low,28.1,72,0.1,25,5,1,25,12.0,18.571428571428573
2025-01-26,S001,P028,Green Chilli,Vegetables,Low,28.3,71,0.0,13,6,1,26,25.0,18.714285714285715
2025-01-27,S001,P028,Green Chilli,Vegetables,Low,27.5,65,0.0,23,0,1,27,13.0,18.571428571428573
2025-01-28,S001,P028,Green Chilli,Vegetables,Low,27.0,74,0.0,15,1,1,28,23.0,18.714285714285715
2025-01-29,S001,P028,Green Chilli,Vegetables,Low,27.3,79,0.0,17,2,1,29,15.0,18.0
2025-01-30,S001,P028,Green Chilli,Vegetables,Low,28.2,75,0.0,29,3,1,30,17.0,17.571428571428573
2025-01-31,S001,P028,Green Chilli,Vegetables,Low,28.4,82,0.0,25,4,1,31,29.0,19.142857142857142
2025-02-01,S001,P028,Green Chilli,Vegetables,Low,28.3,83,1.0,26,5,2,1,25.0,21.0
2025-02-02,S001,P028,Green Chilli,Vegetables,Low,28.4,80,0.0,14,6,2,2,26.0,21.142857142857142
2025-02-03,S001,P028,Green Chilli,Vegetables,Low,28.1,80,0.9,5,0,2,3,14.0,21.285714285714285
2025-02-04,S001,P028,Green Chilli,Vegetables,Low,27.8,78,0.0,24,1,2,4,5.0,18.714285714285715
2025-02-05,S001,P028,Green Chilli,Vegetables,Low,27.5,75,0.0,24,2,2,5,24.0,20.0
2025-02-06,S001,P028,Green Chilli,Vegetables,Low,27.7,75,0.0,18,3,2,6,24.0,21.0
2025-02-07,S001,P028,Green Chilli,Vegetables,Low,28.0,71,0.0,20,4,2,7,18.0,19.428571428571427
2025-02-08,S001,P028,Green Chilli,Vegetables,Low,27.6,66,0.0,27,5,2,8,20.0,18.714285714285715
2025-02-09,S001,P028,Green Chilli,Vegetables,Low,27.5,66,0.0,21,6,2,9,27.0,18.857142857142858
2025-02-10,S001,P028,Green Chilli,Vegetables,Low,27.6,69,0.0,13,0,2,10,21.0,19.857142857142858
2025-02-11,S001,P028,Green Chilli,Vegetables,Low,28.3,76,0.0,18,1,2,11,13.0,21.0
2025-02-12,S001,P028,Green Chilli,Vegetables,Low,28.1,72,0.0,16,2,2,12,18.0,20.142857142857142
2025-02-13,S001,P028,Green Chilli,Vegetables,Low,28.0,74,0.0,18,3,2,13,16.0,19.0
2025-02-14,S001,P028,Green Chilli,Vegetables,Low,27.5,74,0.0,14,4,2,14,18.0,19.0
2025-02-15,S001,P028,Green Chilli,Vegetables,Low,27.6,74,0.0,16,5,2,15,14.0,18.142857142857142
2025-02-16,S001,P028,Green Chilli,Vegetables,Low,27.6,72,0.0,32,6,2,16,16.0,16.571428571428573
2025-02-17,S001,P028,Green Chilli,Vegetables,Low,27.7,74,0.0,20,0,2,17,32.0,18.142857142857142
2025-02-18,S001,P028,Green Chilli,Vegetables,Low,27.8,73,0.0,8,1,2,18,20.0,19.142857142857142
2025-02-19,S001,P028,Green Chilli,Vegetables,Low,27.8,74,0.0,26,2,2,19,8.0,17.714285714285715
2025-02-20,S001,P028,Green Chilli,Vegetables,Low,28.0,73,0.0,10,3,2,20,26.0,19.142857142857142
2025-02-21,S001,P028,Green Chilli,Vegetables,Low,28.1,74,0.0,14,4,2,21,10.0,18.0
2025-02-22,S001,P028,Green Chilli,Vegetables,Low,28.0,74,0.0,17,5,2,22,14.0,18.0
2025-02-23,S001,P028,Green Chilli,Vegetables,Low,28.3,74,0.0,22,6,2,23,17.0,18.142857142857142
2025-02-24,S001,P028,Green Chilli,Vegetables,Low,28.5,73,0.0,18,0,2,24,22.0,16.714285714285715
2025-02-25,S001,P028,Green Chilli,Vegetables,Low,28.8,67,0.0,27,1,2,25,18.0,16.428571428571427
2025-02-26,S001,P028,Green Chilli,Vegetables,Low,29.2,70,3.2,19,2,2,26,27.0,19.142857142857142
2025-02-27,S001,P028,Green Chilli,Vegetables,Low,29.5,70,0.0,29,3,2,27,19.0,18.142857142857142
2025-02-28,S001,P028,Green Chilli,Vegetables,Low,28.8,74,1.1,21,4,2,28,29.0,20.857142857142858
2025-03-01,S001,P028,Green Chilli,Vegetables,Low,28.3,81,5.1,23,5,3,1,21.0,21.857142857142858
